,ELEMENTO,NODO,N. DE TRUNK,TIPO DE CABLE,CANT. DE HILOS,CANT.  BUFFER,N. DE BUFFER,N. DE DISTRIBUCION,N. DE MANGA,N. DE ELEMENTO,EDIFICIO/ZONA,LINK,CORRELATIVO,GEOLOCALIZACION,LATITUD,LONGITUD,1693,OLT,PUERTO,ODF Y PUERTO,NOTAS
,NAP,HACIENDA HUMBOLDT,1,ADSS,12,1,1,3,3,6,C.C. LOS ILUSTRES,,336,GPS,10.482615597432792,-66.89598395043784,NAP HACIENDA HUMBOLDT 1.12.1.1.3.3.6 C.C. LOS ILUSTRES,OLT 1,PON 3,ODF 1 PUERTO 3,AZOTEA
,NAP,HACIENDA HUMBOLDT,1,ADSS,12,1,1,3,3,7,C.C. LOS ILUSTRES,,337,GPS,10.482615597432792,-66.89598395043784,NAP HACIENDA HUMBOLDT 1.12.1.1.3.3.7 C.C. LOS ILUSTRES,OLT 1,PON 3,ODF 1 PUERTO 3,AZOTEA
,NAP,HACIENDA HUMBOLDT,1,ADSS,12,1,1,3,3,8,N/A,,338,,,,NAP HACIENDA HUMBOLDT 1.12.1.1.3.3.8 N/A,OLT 1,PON 3,ODF 1 PUERTO 3,AZOTEA
,NAP,HACIENDA HUMBOLDT,1,ADSS,12,1,1,4,4,1,JAR,LINK,441,GPS,"10,481284670290758","-66,89548188269136",NAP HACIENDA HUMBOLDT 1.12.1.1.4.4.1 JAR,OLT 1,PON 4,ODF 1 PUERTO 4,AZOTEA
,NAP,HACIENDA HUMBOLDT,1,ADSS,12,1,1,4,4,2,MADRE CABRINI,,442,GPS,"10,480965828601327","-66,89552311209601",NAP HACIENDA HUMBOLDT 1.12.1.1.4.4.2 MADRE CABRINI,OLT 1,PON 4,ODF 1 PUERTO 4,AZOTEA
,NAP,HACIENDA HUMBOLDT,1,ADSS,12,1,1,4,4,3,CALADOR,,443,GPS,"10,48127436506617","-66,89570852877489",NAP HACIENDA HUMBOLDT 1.12.1.1.4.4.3 CALADOR,OLT 1,PON 4,ODF 1 PUERTO 4,AZOTEA
,NAP,HACIENDA HUMBOLDT,1,ADSS,12,1,1,4,4,4,SANTA ANA,,444,GPS,"10,481260634335767","-66,89568765841732",NAP HACIENDA HUMBOLDT 1.12.1.1.4.4.4 SANTA ANA,OLT 1,PON 4,ODF 1 PUERTO 4,AZOTEA
,NAP,HACIENDA HUMBOLDT,1,ADSS,12,1,1,4,4,5,MAKLAN,,445,GPS,"10,481288098229303","-66,89569448603919",NAP HACIENDA HUMBOLDT 1.12.1.1.4.4.5 MAKLAN,OLT 1,PON 4,ODF 1 PUERTO 4,AZOTEA
,NAP,HACIENDA HUMBOLDT,1,ADSS,12,1,1,4,4,6,ORTICUCO,,446,GPS,"10,481394676070549","-66,89559206399773",NAP HACIENDA HUMBOLDT 1.12.1.1.4.4.6 ORTICUCO,OLT 1,PON 4,ODF 1 PUERTO 4,AZOTEA
,NAP,HACIENDA HUMBOLDT,1,ADSS,12,1,1,4,4,7,URBANISMO,,447,,"10,481225202811439","-66,89508140060425",NAP HACIENDA HUMBOLDT 1.12.1.1.4.4.7 URBANISMO,OLT 1,PON 4,ODF 1 PUERTO 4,AZOTEA
,NAP,HACIENDA HUMBOLDT,1,ADSS,12,1,1,4,4,8,N/A,,448,,,,NAP HACIENDA HUMBOLDT 1.12.1.1.4.4.8 N/A,OLT 1,PON 4,ODF 1 PUERTO 4,AZOTEA
,,,,,,,,,,,,,,,,,,,,,
,MANGA,COCHE,1,ADSS,N/A,N/A,N/A,N/A,1,1,CARABOBO,LINK,11,GPS,10.449545383195938,-66.9232501179311,MANGA COCHE 1.1.1 CARABOBO,,,,
,MANGA,COCHE,1,ADSS,N/A,N/A,N/A,N/A,1,2,NUEVA ESPARTA,LINK,12,GPS,10.450945718854847,-66.92397622331322,MANGA COCHE 1.1.2 NUEVA ESPARTA,,,,
,MANGA,COCHE,1,ADSS,N/A,N/A,N/A,N/A,1,3,APURE,LINK,13,GPS,10.44927252454468,-66.92334939325308,MANGA COCHE 1.1.3 APURE,,,,
,MANGA,COCHE,1,ADSS,N/A,N/A,N/A,N/A,1,4,ZULIA,LINK,14,GPS,10.44908197728561,-66.9241398779193,MANGA COCHE 1.1.4 ZULIA,,,,
,MANGA,COCHE,1,ADSS,N/A,N/A,N/A,N/A,1,5,LA FLORESTA,LINK,15,GPS,10.451439124582448,-66.92419976441667,MANGA COCHE 1.1.5 LA FLORESTA,,,,
,MANGA,COCHE,1,ADSS,N/A,N/A,N/A,N/A,1,6,MERCADITO COCHE,LINK,16,GPS,10.448511968451953,-66.92431632905198,MANGA COCHE 1.1.6 MERCADITO COCHE,,,,
,MANGA,COCHE,1,ADSS,N/A,N/A,N/A,N/A,1,7,BLOQUE 1 CHALBAUD,LINK,17,GPS,10.446917191587493,-66.92551893880207,MANGA COCHE 1.1.7 BLOQUE 1 CHALBAUD,,,,
,MANGA,COCHE,1,ADSS,N/A,N/A,N/A,N/A,1,8,BLOQUE 4 CHALBAUD,LINK,18,GPS,10.445192157019473,-66.92655425164351,MANGA COCHE 1.1.8 BLOQUE 4 CHALBAUD,,,,
,MANGA,COCHE,1,ADSS,N/A,N/A,N/A,N/A,1,9,BLOQUE 6 CHALBAUD,LINK,19,GPS,10.444208704623943,-66.92624467752167,MANGA COCHE 1.1.9 BLOQUE 6 CHALBAUD,,,,
,MANGA,COCHE,1,ADSS,N/A,N/A,N/A,N/A,1,10,BLOQUE 13 CHALBAUD,LINK,110,GPS,10.444296143506051,-66.92559122762893,MANGA COCHE 1.1.10 BLOQUE 13 CHALBAUD,,,,
,MANGA,COCHE,1,ADSS,N/A,N/A,N/A,N/A,1,11,BLOQUE 11 CHALBAUD,LINK,111,GPS,10.445805641691862,-66.92513416003132,MANGA COCHE 1.1.11 BLOQUE 11 CHALBAUD,,,,
,NAP,COCHE,1,ADSS,12,1,1,1,1,1,ARAGUA,LINK,111,GPS,10.449626077448269,-66.92288610051749,NAP COCHE 1.12.1.1.1.1.1 ARAGUA,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,2,ARAGUA,,112,GPS,10.449626077448269,-66.92288610051749,NAP COCHE 1.12.1.1.1.1.2 ARAGUA,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,3,ARAGUA,,113,GPS,10.449626077448269,-66.92288610051749,NAP COCHE 1.12.1.1.1.1.3 ARAGUA,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,4,ARAGUA,,114,GPS,10.449626077448269,-66.92288610051749,NAP COCHE 1.12.1.1.1.1.4 ARAGUA,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,5,ARAGUA,,115,GPS,10.449626077448269,-66.92288610051749,NAP COCHE 1.12.1.1.1.1.5 ARAGUA,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,6,ARAGUA,,116,GPS,10.449626077448269,-66.92288610051749,NAP COCHE 1.12.1.1.1.1.6 ARAGUA,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,7,ARAGUA,,117,GPS,10.449626077448269,-66.92288610051749,NAP COCHE 1.12.1.1.1.1.7 ARAGUA,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,8,BARINAS,,118,GPS,10.449397782969468,-66.92374439998946,NAP COCHE 1.12.1.1.1.1.8 BARINAS,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,9,BOLIVAR,,119,GPS,10.449351077345682,-66.92347817164159,NAP COCHE 1.12.1.1.1.1.9 BOLIVAR,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,10,CARABOBO,,1110,GPS,10.44963833018489,-66.92336390027171,NAP COCHE 1.12.1.1.1.1.10 CARABOBO,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,11,COJEDES,,1111,GPS,10.449851077377907,-66.92339757162549,NAP COCHE 1.12.1.1.1.1.11 COJEDES,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,12,FALCON,,1112,GPS,10.450148331881405,-66.92327817118664,NAP COCHE 1.12.1.1.1.1.12 FALCON,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,13,GUARICO,,1113,GPS,10.450273926689633,-66.9234607295028,NAP COCHE 1.12.1.1.1.1.13 GUARICO,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,14,LARA,,1114,GPS,10.4502927775812,-66.92374962941578,NAP COCHE 1.12.1.1.1.1.14 LARA,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,15,MERIDA,,1115,GPS,10.450139977569602,-66.92411902941471,NAP COCHE 1.12.1.1.1.1.15 MERIDA,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,1,1,16,MIRANDA,,1116,GPS,,,NAP COCHE 1.12.1.1.1.1.16 MIRANDA,OLT 1,PON 1,ODF 1 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,2,3,1,APURE,LINK,231,GPS,10.449254930285175,-66.92312742914513,NAP COCHE 1.12.1.1.2.3.1 APURE,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,2,APURE,,232,GPS,10.449254930285175,-66.92312742914513,NAP COCHE 1.12.1.1.2.3.2 APURE,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,3,APURE,,233,GPS,10.449254930285175,-66.92312742914513,NAP COCHE 1.12.1.1.2.3.3 APURE,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,4,APURE,,234,GPS,10.449254930285175,-66.92312742914513,NAP COCHE 1.12.1.1.2.3.4 APURE,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,5,APURE,,235,GPS,10.449254930285175,-66.92312742914513,NAP COCHE 1.12.1.1.2.3.5 APURE,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,6,APURE,,236,GPS,10.449254930285175,-66.92312742914513,NAP COCHE 1.12.1.1.2.3.6 APURE,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,7,APURE,,237,GPS,10.449254930285175,-66.92312742914513,NAP COCHE 1.12.1.1.2.3.7 APURE,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,8,ANZOATEGUI,,238,GPS,10.448938404466155,-66.92337419583333,NAP COCHE 1.12.1.1.2.3.8 ANZOATEGUI,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,9,ANZOATEGUI,,239,GPS,10.448938404466155,-66.92337419583333,NAP COCHE 1.12.1.1.2.3.9 ANZOATEGUI,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,10,ANZOATEGUI,,2310,GPS,10.448938404466155,-66.92337419583333,NAP COCHE 1.12.1.1.2.3.10 ANZOATEGUI,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,11,ANZOATEGUI,,2311,GPS,10.448938404466155,-66.92337419583333,NAP COCHE 1.12.1.1.2.3.11 ANZOATEGUI,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,12,ANZOATEGUI,,2312,GPS,10.448938404466155,-66.92337419583333,NAP COCHE 1.12.1.1.2.3.12 ANZOATEGUI,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,13,ANZOATEGUI,,2313,GPS,10.448938404466155,-66.92337419583333,NAP COCHE 1.12.1.1.2.3.13 ANZOATEGUI,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,14,ANZOATEGUI,,2314,GPS,10.448938404466155,-66.92337419583333,NAP COCHE 1.12.1.1.2.3.14 ANZOATEGUI,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,15,N/A,,2315,GPS,,,NAP COCHE 1.12.1.1.2.3.15 N/A,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,2,3,16,N/A,,2316,GPS,,,NAP COCHE 1.12.1.1.2.3.16 N/A,OLT 1,PON 2,ODF 1 PUERTO 2,
,NAP,COCHE,1,ADSS,12,1,1,3,4,1,PORTUGUESA,LINK,341,GPS,10.45005103189232,-66.9246253711985,NAP COCHE 1.12.1.1.3.4.1 PORTUGUESA,OLT 1,PON 3,ODF 1 PUERTO 3,
,NAP,COCHE,1,ADSS,12,1,1,3,4,2,TACHIRA,,342,GPS,10.449874430093686,-66.9248086713745,NAP COCHE 1.12.1.1.3.4.2 TACHIRA,OLT 1,PON 3,ODF 1 PUERTO 3,
,NAP,COCHE,1,ADSS,12,1,1,3,4,3,TRUJILLO,,343,GPS,10.449597728448406,-66.92478292932219,NAP COCHE 1.12.1.1.3.4.3 TRUJILLO,OLT 1,PON 3,ODF 1 PUERTO 3,
,NAP,COCHE,1,ADSS,12,1,1,3,4,4,SUCRE,,344,GPS,10.449550528358653,-66.92451670043641,NAP COCHE 1.12.1.1.3.4.4 SUCRE,OLT 1,PON 3,ODF 1 PUERTO 3,
,NAP,COCHE,1,ADSS,12,1,1,3,4,5,YARACUY,,345,GPS,10.449292228526373,-66.92453815822007,NAP COCHE 1.12.1.1.3.4.5 YARACUY,OLT 1,PON 3,ODF 1 PUERTO 3,
,NAP,COCHE,1,ADSS,12,1,1,3,4,6,ZULIA,,346,GPS,10.449203328436203,-66.92429132932597,NAP COCHE 1.12.1.1.3.4.6 ZULIA,OLT 1,PON 3,ODF 1 PUERTO 3,
,NAP,COCHE,1,ADSS,12,1,1,3,4,7,,,347,GPS,,,NAP COCHE 1.12.1.1.3.4.7 ,OLT 1,PON 3,ODF 1 PUERTO 3,
,NAP,COCHE,1,ADSS,12,1,1,3,4,8,,,348,GPS,,,NAP COCHE 1.12.1.1.3.4.8 ,OLT 1,PON 3,ODF 1 PUERTO 3,
,NAP,COCHE,1,ADSS,12,1,1,4,2,1,NUEVA ESPARTA,LINK,421,GPS,10.450675528567706,-66.92390755821802,NAP COCHE 1.12.1.1.4.2.1 NUEVA ESPARTA,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,2,NUEVA ESPARTA,,422,GPS,10.450675528567706,-66.92390755821802,NAP COCHE 1.12.1.1.4.2.2 NUEVA ESPARTA,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,3,NUEVA ESPARTA,,423,GPS,10.450675528567706,-66.92390755821802,NAP COCHE 1.12.1.1.4.2.3 NUEVA ESPARTA,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,4,NUEVA ESPARTA,,424,GPS,10.450675528567706,-66.92390755821802,NAP COCHE 1.12.1.1.4.2.4 NUEVA ESPARTA,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,5,NUEVA ESPARTA,,425,GPS,10.450675528567706,-66.92390755821802,NAP COCHE 1.12.1.1.4.2.5 NUEVA ESPARTA,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,6,NUEVA ESPARTA,,426,GPS,10.450675528567706,-66.92390755821802,NAP COCHE 1.12.1.1.4.2.6 NUEVA ESPARTA,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,7,NUEVA ESPARTA,,427,GPS,10.450675528567706,-66.92390755821802,NAP COCHE 1.12.1.1.4.2.7 NUEVA ESPARTA,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,8,MONAGAS,,428,GPS,10.45056618639734,-66.92428237945256,NAP COCHE 1.12.1.1.4.2.8 MONAGAS,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,9,MONAGAS,,429,GPS,10.45056618639734,-66.92428237945256,NAP COCHE 1.12.1.1.4.2.9 MONAGAS,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,10,MONAGAS,,4210,GPS,10.45056618639734,-66.92428237945256,NAP COCHE 1.12.1.1.4.2.10 MONAGAS,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,11,MONAGAS,,4211,GPS,10.45056618639734,-66.92428237945256,NAP COCHE 1.12.1.1.4.2.11 MONAGAS,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,12,MONAGAS,,4212,GPS,10.45056618639734,-66.92428237945256,NAP COCHE 1.12.1.1.4.2.12 MONAGAS,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,13,MONAGAS,,4213,GPS,10.45056618639734,-66.92428237945256,NAP COCHE 1.12.1.1.4.2.13 MONAGAS,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,14,MONAGAS,,4214,GPS,10.45056618639734,-66.92428237945256,NAP COCHE 1.12.1.1.4.2.14 MONAGAS,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,15,,,4215,GPS,,,NAP COCHE 1.12.1.1.4.2.15 ,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,1,ADSS,12,1,1,4,2,16,,,4216,GPS,,,NAP COCHE 1.12.1.1.4.2.16 ,OLT 1,PON 4,ODF 1 PUERTO 4,
,NAP,COCHE,2,ADSS,24,4,1,5,5,1,CAOBO,LINK,551,GPS,10.451057247327746,-66.92430385148171,NAP COCHE 2.24.4.1.5.5.1 CAOBO,OLT 2,PON 1,ODF 1 PUERTO 5,
,NAP,COCHE,2,ADSS,24,4,1,5,5,2,SAMAN,,552,GPS,10.45136917022003,-66.92404743567293,NAP COCHE 2.24.4.1.5.5.2 SAMAN,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,2,ADSS,24,4,1,5,5,3,SEIBA,,553,GPS,10.451389119395968,-66.92447500014634,NAP COCHE 2.24.4.1.5.5.3 SEIBA,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,2,ADSS,24,4,1,5,5,4,SEIBA,,554,GPS,10.451389119395968,-66.92447500014634,NAP COCHE 2.24.4.1.5.5.4 SEIBA,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,2,ADSS,24,4,1,5,5,5,ARAGUANEY,,555,GPS,10.451627470193099,-66.92428097123634,NAP COCHE 2.24.4.1.5.5.5 ARAGUANEY,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,2,ADSS,24,4,1,5,5,6,ARAGUANEY,,556,GPS,10.451627470193099,-66.92428097123634,NAP COCHE 2.24.4.1.5.5.6 ARAGUANEY,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,2,ADSS,24,4,1,5,5,7,BUCARE,,557,GPS,10.452005819426859,-66.9247470645761,NAP COCHE 2.24.4.1.5.5.7 BUCARE,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,2,ADSS,24,4,1,5,5,8,JABILLO,,558,GPS,10.451677470235524,-66.92501670010736,NAP COCHE 2.24.4.1.5.5.8 JABILLO,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,2,ADSS,24,4,1,5,5,9,JABILLO,,559,GPS,10.451677470235524,-66.92501670010736,NAP COCHE 2.24.4.1.5.5.9 JABILLO,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,2,ADSS,24,4,1,5,5,10,JABILLO,,5510,GPS,10.451677470235524,-66.92501670010736,NAP COCHE 2.24.4.1.5.5.10 JABILLO,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,2,ADSS,24,4,1,5,5,11,JABILLO,,5511,GPS,10.451677470235524,-66.92501670010736,NAP COCHE 2.24.4.1.5.5.11 JABILLO,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,2,ADSS,24,4,1,5,5,12,JABILLO,,5512,GPS,10.451677470235524,-66.92501670010736,NAP COCHE 2.24.4.1.5.5.12 JABILLO,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,2,ADSS,24,4,1,5,5,13,CAOBO,,5513,GPS,10.451057247327746,-66.92430385148171,NAP COCHE 2.24.4.1.5.5.13 CAOBO,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,5,5,14,,,5514,GPS,,,NAP COCHE 1.12.1.1.5.5.14 ,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,5,5,15,,,5515,GPS,,,NAP COCHE 1.12.1.1.5.5.15 ,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,5,5,16,,,5516,GPS,,,NAP COCHE 1.12.1.1.5.5.16 ,OLT 2,PON 1,ODF 2 PUERTO 1,
,NAP,COCHE,1,ADSS,12,1,1,6,6,1,BOULEVARD,LINK,661,GPS,10.4476618899,-66.9246602459,NAP COCHE 1.12.1.1.6.6.1 BOULEVARD,OLT 2,PON 2,ODF 1 PUERTO 6,
,NAP,COCHE,1,ADSS,12,1,1,6,6,2,BOULEVARD,,662,GPS,10.4478729091,-66.9252677662,NAP COCHE 1.12.1.1.6.6.2 BOULEVARD,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,3,MERCADITO,,663,GPS,10.4483869231,-66.9241895182,NAP COCHE 1.12.1.1.6.6.3 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,4,MERCADITO,,664,GPS,10.4484436344,-66.9243491096,NAP COCHE 1.12.1.1.6.6.4 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,5,MERCADITO,,665,GPS,10.4484594608,-66.9243705673,NAP COCHE 1.12.1.1.6.6.5 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,6,MERCADITO,,666,GPS,10.4486071738,-66.9246857268,NAP COCHE 1.12.1.1.6.6.6 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,7,MERCADITO,,667,GPS,10.4486335511,-66.9247045023,NAP COCHE 1.12.1.1.6.6.7 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,8,MERCADITO,,668,GPS,10.4486691605,-66.9248775048,NAP COCHE 1.12.1.1.6.6.8 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,9,MERCADITO,,669,GPS,,,NAP COCHE 1.12.1.1.6.6.9 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,10,MERCADITO,,6610,GPS,,,NAP COCHE 1.12.1.1.6.6.10 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,11,MERCADITO,,6611,GPS,,,NAP COCHE 1.12.1.1.6.6.11 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,12,MERCADITO,,6612,GPS,,,NAP COCHE 1.12.1.1.6.6.12 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,13,MERCADITO,,6613,GPS,,,NAP COCHE 1.12.1.1.6.6.13 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,14,MERCADITO,,6614,GPS,,,NAP COCHE 1.12.1.1.6.6.14 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,15,MERCADITO,,6615,GPS,,,NAP COCHE 1.12.1.1.6.6.15 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,12,1,1,6,6,16,MERCADITO,,6616,GPS,,,NAP COCHE 1.12.1.1.6.6.16 MERCADITO,OLT 2,PON 2,ODF 1 PUERTO 5,
,NAP,COCHE,1,ADSS,,,T,7,N,1,BLOQUE 5,LINK,T5N1,GPS,10.444686786477194,-66.92648553653834,NAP COCHE T5N1 BLOQUE 5,OLT 2,PON 3,ODF 1 PUERTO 7,
,NAP,COCHE,1,ADSS,12,1,T,7,N,2,BLOQUE 5,,T5N2,GPS,10.444686786477194,-66.92648553653834,NAP COCHE T5N2 BLOQUE 5,OLT 2,PON 3,ODF 1 PUERTO 6,
,NAP,COCHE,1,ADSS,12,1,1,7,9,3,BLOQUE 6,,T6N1,GPS,10.444222532677584,-66.92647596733983,NAP COCHE T6N1 BLOQUE 6,OLT 2,PON 3,ODF 1 PUERTO 6,
,NAP,COCHE,1,ADSS,12,1,1,7,9,4,BLOQUE 6,,T6N2,GPS,10.444222532677584,-66.92647596733983,NAP COCHE T6N2 BLOQUE 6,OLT 2,PON 3,ODF 1 PUERTO 6,
,NAP,COCHE,1,ADSS,12,1,1,7,9,5,BLOQUE 7,,T7N1,GPS,10.443651624931485,-66.92644726009564,NAP COCHE T7N1 BLOQUE 7,OLT 2,PON 3,ODF 1 PUERTO 6,
,NAP,COCHE,1,ADSS,12,1,1,7,9,6,BLOQUE 7,,T7N2,GPS,10.443651624931485,-66.92644726009564,NAP COCHE T7N2 BLOQUE 7,OLT 2,PON 3,ODF 1 PUERTO 6,
,NAP,COCHE,1,ADSS,12,1,1,7,9,7,BLOQUE 8,,T8N1,GPS,10.44310267381001,-66.92673752226864,NAP COCHE T8N1 BLOQUE 8,OLT 2,PON 3,ODF 1 PUERTO 6,
,NAP,COCHE,1,ADSS,12,1,1,7,9,8,BLOQUE 8,,T8N2,GPS,10.44310267381001,-66.92673752226864,NAP COCHE T8N2 BLOQUE 8,OLT 2,PON 3,ODF 1 PUERTO 6,
,NAP,COCHE,1,ADSS,12,1,1,8,8,1,BLOQUE 4,LINK,T4N1,GPS,10.445238782151648,-66.92641289930786,NAP COCHE T4N1 BLOQUE 4,OLT 2,PON 4,ODF 1 PUERTO 8,
,NAP,COCHE,1,ADSS,12,1,1,8,8,2,BLOQUE 4,,T4N2,GPS,10.445238782151648,-66.92641289930786,NAP COCHE T4N2 BLOQUE 4,OLT 2,PON 4,ODF 1 PUERTO 7,
